Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1230,"Mr. Jerry L. Kingore ""jsk""",1,"I bought this 64 GB unit for my new Samsung Galaxy S IV. I wanted the maximum size for music and the copious number of pictures i take of my kids and other things.I like the read and write speed on this card. I like the size but would have been happier with a bigger card but this is the max for my phone.Always happy with SanDisk, you will not be sorry you paid a little more.Edit: Should not have put ""they have never let me down"" in the title! 3 months in, I have been having problems with the SD card slot on my Galaxy S4. Not sure if it is the phone or the SD card moving in the slot. T-Mobile have sent me a new phone so we shall see.Edit 2: 4 Months in and I am having more problems with the same card. I received a new phone from T-Mobile and the same problem continues to occur. I have formatted the card twice and this gives a little time before the problem reoccurs. I have spoken to SanDisk and will call them again to have this card replaced. I will let you know how this goes.",10/13/2023,756,46,36,82,10,2.62758956631538,4.124589213874304
1231,Russ H.,3,I use this with my Go Pro Hero 3 Black edition and it works great!  Get it! Buy it! Its definitely worth it!,03/15/2023,409,19,40,59,-21,2.8785051352306774,3.4486119282332943
1232,Gregory S Gannon,5,"I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",11/26/2023,276,10,20,30,-10,2.8029646720195007,4.189168409604393
1233,Stacey,1,"I hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, I have to pull it out and then place it again in every hour.....It might have been just my microSd problem.... But I wont purchase one of this ever again",12/05/2023,711,17,47,64,-30,1.9938752928114827,1.9188014727688318
1234,MagnificentCornchip,4,I use this with my Go Pro Hero 3 Black edition and it works great!  Get it! Buy it! Its definitely worth it!,03/18/2023,459,10,34,44,-24,4.902416493932168,2.9790514236504713
1235,HTfreak,1,"Works with my Sansa Fuze+ to give about a million songs (okay, that's a slight exaggeration), but enough songs that you can listen to songs without any repeats for about 4 days.  Speed was fine for my device, but I can't speak to the camera usage.  It's class 10, so it should be fast enough for video.",01/30/2023,453,34,43,77,-9,0.1866438857274716,2.577277245984553
1236,Mauro Mori,5,"Top performance!  Have always had good luck with SanDisk, so based on my past experience with the &#34;name-brand&#34; I saw no reason to be hesitant!Past experience paid off!  Happy with my purchase!",12/23/2023,413,35,38,73,-3,1.0791888905488878,2.3736327422172954
1237,Russell Sulewski,4,"Needed more storage space for photos and videos on my phone and this fit the bill, nice and fast and now I have 40 gig free on my phone.",05/03/2023,18,37,48,85,-11,1.423273493275366,1.440516048855864
1238,Saul Amador,3,"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",11/11/2023,72,11,14,25,-3,4.406490333357549,3.5461031524564124
1239,Joenathan,2,worked for me and at great Amazon price. In my Hero 2 GoPro's doing video's at least once or twice a week for over months.,12/16/2023,667,30,46,76,-16,4.594345679020774,2.6201480298692377
1240,T. Norman,3,Put it in my Galaxy Note 2 and my Galaxy note 10.1 and it reads and writes perfectly. Will buy another,04/14/2023,378,35,11,46,24,4.230519099071981,0.39301390544472126
1241,Mr. Andrew E Hayes,2,"It's a SanDisk, so what more is there to say? The quality is fantastic and it helps you transfer files if you are wary of the cloud.",04/30/2023,682,29,33,62,-4,2.0847549053684453,0.0026119216820008617
1242,mollie,2,Hold a lot of stuff for my phone! Used like 6Gigs for my music. And I have it set to use my card for photo and video. Might do movies on it... But who watches movies on a phone....,09/20/2023,834,43,7,50,36,4.573119448700885,0.10159524427612698
1243,R. Tobias,5,"I bought this card for my car's windshield mounted 1080P dash camera. When my cam arrived I just inserted a 16gb card that I had on hand. It is a 'type 6' and I didn't realize that it could degrade the cam's performance. After reading in an online forum that &#34;any video or photo application will benefit greatly from a 'type 10' memory card&#34;, I ordered the SanDisk 16gb Type 10 Micro SD card. Wow! what a difference! The stuttering video that I thought was just inherent to the camera itself is now gone. I believe the color rendition is better as well.This card was by far the best price of any supplier. It arrived quickly and solved a problem that I wasn't even sure I had.",12/16/2023,355,3,36,39,-33,0.49254048110946913,0.37975017623841256
1244,PH Bible Student,4,So far i haven't had any issues. It's working and is compatible with my phone. Quick shipping. Im satisfied with my purchase,06/13/2023,794,1,29,30,-28,3.262173501411525,1.8547709556656682
1245,The Brady Report,4,"Just great, I hadn't been problems with my memory and I use it with my S3 all the time, so its great.",10/30/2023,151,43,2,45,41,4.686118887907623,1.5283284359007916
1246,joshuaRobot,1,"I believe in generic. I tried generic. for somethings, you need SanDisk. you can trust SanDisk, it always works and if it doesn't, they will make it right.",10/27/2023,261,12,29,41,-17,3.7744992003605073,0.7832118930450743
1247,C. A. Snow,3,"I currently have all my downloaded music on this car sitting in my surface RT.  I haven't done any measurements on how fast the transfer rate of this card is, but I can tell you that it is fully capable of playing music and videos from the card to my Surface RT with no lag at all.  It was also a very good value as far as price/size/speed ratio.",12/30/2023,80,25,28,53,-3,1.3893358430111813,2.5772465089014345
1248,"AJZ ""~AZ""",5,Would recommend friends. Worked as expected and transfer is speedy. Always a fan of SanDisk where they make they product quality.,03/01/2023,106,28,0,28,28,3.587529088839921,4.850907066514477
1249,G. Arteaga,3,Fast & flawless.  And the price has finally reached a level where there's no excuse for less memory in my devices.,03/30/2023,523,47,15,62,32,1.4738168478133185,0.8034831935544501
1250,"Jeff Vier ""boinger""",1,"Bought this 64gb micro SD for my galaxy S3 32gb smart phone.  Not only did it increase the size of my memory greatly,  the speed is noticeably better then the 16gb unit that came with my old DROID X smartphone.  I've put a thousand songs,  many pictures,  moved many apps to this storage unit and still have many gigs left both on my main phones memory and  memory card.  I will not purchase any smartphone that doesn't offer SD expansion,  and look forward to the next step to 128gb or higher.",10/24/2023,403,35,41,76,-6,0.5579105710503601,1.2529573209938594
1251,"Lewis A. Shepard ""Rollingwood Guitars""",1,To be the man you gotta beat the man brotha. And Sandisk is beating the man wit a stick. The price the warranty they are they are letting you steal these from them. So get your hands on some before they realize they giving out the hook up and bam they $100 again.....LOLGo SanDisk go Amazon. I bought 3 and gone buy 3 more.,05/28/2023,720,27,30,57,-3,3.5861076691687943,2.31051511237017
1252,Remmy,5,Always bought Sandisk memories for my cameras and still satisfied. This time bought for the Galaxy SIII. The speed (Class 10) and reliability are worth.--Sempre comprei mem&oacute;rias da Sandisk para minhas cmeras e continuo satisfeito. Desta vez comprei para o Galaxy SIII. A velocidade (classe 10) e confiabilidade valem a pena.,03/05/2023,992,7,9,16,-2,0.8961332185697329,3.2042037643727643
1253,scuba-diveguy,1,This product was early coming in. It works great in my Samsung Galaxy Note 10.1 tablet. It's easy to upload and export items from multiple devices with the adapter that comes with it.,12/10/2023,908,4,29,33,-25,0.5553246940784573,3.0012499543282263
1254,Misty Matheny,5,"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",09/28/2023,130,31,42,73,-11,2.75880027324243,2.605996397058292
1255,S. Burton,1,"With so much memory used on my Galaxy s4. This allows for massive overkill on external storage.Its fast, and convenient.",10/25/2023,171,29,25,54,4,3.103126294654265,3.6863410681121174
1256,Kevin Lopes,4,"Pro:  Small, fast, and priced OK.  This is basically a class 10 card; file access is noticeably faster than a class 4 I was using before.Con:  not really noticed anything.",04/27/2023,406,13,11,24,2,0.255281422282127,4.229727796385768
1257,cgt212,5,I don't have any complaints about this Micro SD Card. I ordered it for my Sony Action Camera and its so far been doing extreamly well.,01/09/2023,922,46,39,85,7,0.022344439995683474,4.9948345370856275
1258,Vicente Santorsola,4,Perfect and fast. This microsdxc is just what I need for my surface tablet. Just plug and play operation with no issues.,06/05/2023,33,42,4,46,38,4.410351651965759,2.327552749743189
1259,"Amazon Customer ""w7hd""",4,"Arrived fast, unpacked easily, installed quickly, operates without problems.  I am happy with the purchase. It's currently installed on my Samasun ATIV Smart PC",10/11/2023,536,9,8,17,1,0.5762628048152146,4.974783105632264
