Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1695,Russell Sulewski,3,"I purchased this item for my Galaxy S3 and it works wonderful.  I have no problems pulling up information and downloading music, movies, and pic!",08/10/2021,586,32,4,36,28,1.1796005523669184,4.852087396934318
1696,Johnson,2,Excellent cards. I have this one in my ASUS Transformer  and a 16 GB one in my camera. Both work flaulessly.,05/19/2021,531,23,9,32,14,1.8708554679579004,0.30390921242334945
1697,"Gary Green ""Going Green""",2,"Like I said, this is a flash drive. It works. There are no data copying or writing speed problems and it performs within manufacturer specs.",01/01/2021,156,43,28,71,15,0.9130069904113902,0.5406130364803075
1698,Beetho,4,Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,06/27/2021,849,41,31,72,10,0.364496363545736,2.530417328228785
1699,Gregory S Gannon,2,"I noticed amazon had the 'ultra' version for only a couple bucks more than the standard black version. And this one comes with an SD adapter in case I ever need it. I haven't bothered to speed test it since I'm using it for the tablet and don't feel like removing it from the tablet just for a test - but seems fast enough from my experience so far. Definitely faster than the regular black sandisk cards.From my experience with Sandisk products, their read/write speeds are much faster than they claim in their conservative estimates. It's not worth messing with their standard line if you can get 'ultra', 'extreme', or 'pro' for not much more.",11/30/2021,668,33,30,63,3,1.125458322973401,2.635549126768173
1700,StuByph,2,"Using it on my Surface Pro to add extra storage and is working fine. It's as fast as I would want it to be and was plug and play like a memory card should be.Came as exFAT which with Windows 8 isn't a problem, but if you are using an OS that is over a decade old (looking at you, XP) you may have issues.BitLocker to go works fine with the card as you would expect.",05/30/2021,147,8,1,9,7,2.668178156185213,0.1996382940258562
1701,TheBianchi,3,I wanted a fast 64 GB microSD card for my Evo LTE and this one fit the bill.  I grabbed it on sale and it's worked great without any issues.Speed benchmarks fall into the proper range for a class 10.,10/26/2021,485,1,11,12,-10,3.4787262417835265,4.129277104297261
1702,"Cowboybob ""CB""",4,got it on time in a simple but secure packaging. inserted it and worked without issues. comes in a clear plastic case with an SD adapter. the is the typical SD case size.the sale price of $16 and change was great as well.love it!,09/24/2021,599,29,26,55,3,3.870104614825405,2.4736174905144788
1703,Alisha,2,"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must",07/21/2021,20,21,4,25,17,0.21468077433858535,1.7332187332026439
1704,GamerGirl,2,This was the perfect addition to my Surface tablet.  It came in easy to open packaging and it worked from the moment I pout it in the Microsoft Surface tablet.  Expanded my 32 g tablet to a lot more storage for movies and music.,08/22/2021,269,45,36,81,9,2.1399308610629557,1.5942688530743792
1705,"Jeremy Kowalski ""Just Jeremy""",4,"It amazing how much data they can fit on these tiny cards these days.  When I saw this 32gb class 10 card for $20, I snatched it up for my 10&#34; Android tablet to hold my library of kids DVD movies I converted to tablet video for my kids to watch while on the road.  It works great and the kids love it.",08/13/2021,333,10,26,36,-16,0.6110579179268366,4.307035907770906
1706,Arnob,5,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,07/22/2021,555,42,22,64,20,2.1560019322233592,0.9836643321409017
1707,J. Morse,4,pretty good! had a hiccup then they were pretty helpful and fixing the problem! used for my go pro and works freaking great!,09/09/2021,907,16,32,48,-16,2.1698792456014755,0.8020885271630462
1708,Glt68,3,"Bought 2 of them for each of our new S4 phones and they both work great.  No issues.  Saves pictures to card fast, transferred music from PC to card fast and I can play and view pictures and videos with no problems.",10/17/2021,944,35,3,38,32,2.4910584335612187,1.0658926461164158
1709,"Juan E. Quiroz ""Juanes""",5,when I got my phone I didn't know about 6GB out of the 16GB would not have been available to me from the start because of its operating system and all the software that was pre installed so I used this to get more than enough memory for my phone and it works great I have all my music a few movies and all my pictures and all my ebooks on it,10/16/2021,911,12,20,32,-8,4.464153131316197,3.1251127382598183
1710,Torako,1,I use this in my Go Pro. Never had an issue with it recording 1080p video it doesn't skip a beat.  It's hard to beat any of the prices on sd cards on amazon this is always the first place I check.,04/23/2021,401,6,23,29,-17,4.025477513120447,4.054654278142046
1711,ART005,4,"64GB is pretty good size, and in a cell phone, it's awesome. However, getting it formatted as FAT32 is not the easiest method. By default, Windows 7 will not allow anything larger than 32GB to be formatted as FAT32. Even if you execute a DOS command to format to FAT32, it will fail. There is a fix though. Ridgecrop Consultants Ltd has a program that can be downloaded. I would suggest that you support this free application by sending the guy a few bucks, as he has truly written a great program that works very well in Windows 7. I have used his program, &#34;fat32format&#34; to successfully format this 64GB MicroSDXC disk. I then copied all of my contents from my old 12GB disk to this one. I inserted the disk into my phone, and whalla! It works great! Very pleased with this purchase.",08/13/2021,950,15,43,58,-28,3.183604225681959,1.6548934689408978
1712,Jonathan Brown,3,"Great addition to my phone, came with SD card converter so I was able to transfer data from my old card using my laptop. Have had no issues and I love all the extra space available for photos and videos.",06/04/2021,306,32,30,62,2,4.427036614667654,0.8673099905740644
1713,ikari.avi,5,The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,01/07/2021,28,44,43,87,1,3.3923430825231167,1.0459708381431025
1714,Phil Hutchinson,4,I'm not going to give you a detailed speed and what not but this SD card is fast compared to the other ones. You wouldn't really notice the difference in speed unless you're copying a huge file. I use this on my Note 2 and I take a butt load of pictures with my phone.,11/21/2021,467,0,47,47,-47,4.094274803815376,3.095918892589255
1715,RobStringG,2,"Price was right, shipping quick, Class 10 card for HD video in my GoPro.Hard to rate it since memory cards are pretty much memory cards. Nothing jumps out as excellent so that is why 4 of 5.",09/10/2021,260,10,23,33,-13,2.818891504920633,1.2301761310711496
1716,Doc_Adkins,4,You may  think that it is not worth spending the extra few bucks for this version of micro SD but trust me it is this transferred about 8 gbs of music in 10 minutes with the original  version it took about 25 minutes on the same computer. So it is definitely worth the extra few bucks.,06/30/2021,534,5,48,53,-43,2.6260912581545033,4.386401156756834
1717,Lisa Kennedy,1,"work as expected. very fast. actually is installed in a HD car camera (DVR) and recording every day, every move. good product. 100% recommended.",02/16/2021,982,19,9,28,10,3.620486213861924,0.5194567720715698
1718,"Roderic Rinehart ""Roderic""",4,"Hello,Great card, great price. Plenty of speed and worked for...about a year. In fact, I wish it had stopped working a month earlier.It looks like Sandisk is out to make sure their cards stop working perfectly after the return window is up or something, because now on the end of December (Return window expired about 20 days ago) this thing only intermittently is recognized. It unmounts all the time in my phone and then gets remounted, and usually it doesn't even remount.While it was a good price, it was a good price for a name brand card that would have lasted longer than a year instead of Sandisk going &#34;ahaha got you good, now you have to buy another expensive name-brand card!&#34;Nope, I'll buy a cheaper alternative and it'll probably last longer. I still have some Kingston's going strong.",01/27/2021,887,34,48,82,-14,0.09844655987875539,0.161842670027601
1719,jj,5,"Just as with many other reviewers here, my card worked perfectly for the first week and a half, and then suddenly lost its format and could no longer be reformatted, while at the same time overheating dangerously. Sandisk is currently issuing an RMA to replace it, but I am worried that the replacement could also end up being defective. As is evident from the 1-star reviews here, the rate of such defects for these cards is about 10%, which to me seems like an absolutely unacceptable number for a memory card for a major manufacturer. And it's not like Sandisk hasn't had a heads-up on this problem -- the negative reviews have been there for quite a while. Clean up your act, SanDisk!",08/16/2021,101,43,48,91,-5,3.451887858157117,0.44189122980451967
